ArraySize,ArrayType,Algorithm,Threshold,TimeMs
75900,ReverseSorted,Hybrid,10,10550.728571
75900,ReverseSorted,Hybrid,50,10352.128571
76000,Random,StandardMerge,0,23.55102
76000,AlmostSorted,StandardMerge,0,14.77551
76000,ReverseSorted,StandardMerge,0,13.367347
76000,Random,Hybrid,10,5352.897959
76000,Random,Hybrid,50,5336.673469
76000,AlmostSorted,Hybrid,10,9.591837
76000,AlmostSorted,Hybrid,50,7.653061
76000,ReverseSorted,Hybrid,10,10573.959184
76000,ReverseSorted,Hybrid,50,10375.816327
76100,Random,StandardMerge,0,23.587755
76100,AlmostSorted,StandardMerge,0,14.793878
76100,ReverseSorted,StandardMerge,0,13.391837
76100,Random,Hybrid,10,5364.12449
76100,Random,Hybrid,50,5348.018367
76100,AlmostSorted,Hybrid,10,9.597959
76100,AlmostSorted,Hybrid,50,7.663265
76100,ReverseSorted,Hybrid,10,10597.189796
76100,ReverseSorted,Hybrid,50,10399.504082
76200,Random,StandardMerge,0,23.62449
76200,AlmostSorted,StandardMerge,0,14.812245
76200,ReverseSorted,StandardMerge,0,13.416327
76200,Random,Hybrid,10,5375.35102
76200,Random,Hybrid,50,5359.363265
76200,AlmostSorted,Hybrid,10,9.604082
76200,AlmostSorted,Hybrid,50,7.673469
76200,ReverseSorted,Hybrid,10,10620.420408
76200,ReverseSorted,Hybrid,50,10423.191837
76300,Random,StandardMerge,0,23.661224
76300,AlmostSorted,StandardMerge,0,14.830612
76300,ReverseSorted,StandardMerge,0,13.440816
76300,Random,Hybrid,10,5386.577551
76300,Random,Hybrid,50,5370.708163
76300,AlmostSorted,Hybrid,10,9.610204
76300,AlmostSorted,Hybrid,50,7.683673
76300,ReverseSorted,Hybrid,10,10643.65102
76300,ReverseSorted,Hybrid,50,10446.879592
76400,Random,StandardMerge,0,23.697959
76400,AlmostSorted,StandardMerge,0,14.84898
76400,ReverseSorted,StandardMerge,0,13.465306
76400,Random,Hybrid,10,5397.804082
76400,Random,Hybrid,50,5382.053061
76400,AlmostSorted,Hybrid,10,9.616327
76400,AlmostSorted,Hybrid,50,7.693878
76400,ReverseSorted,Hybrid,10,10666.881633
76400,ReverseSorted,Hybrid,50,10470.567347
76500,Random,StandardMerge,0,23.734694
76500,AlmostSorted,StandardMerge,0,14.867347
76500,ReverseSorted,StandardMerge,0,13.489796
76500,Random,Hybrid,10,5409.030612
76500,Random,Hybrid,50,5393.397959
76500,AlmostSorted,Hybrid,10,9.622449
76500,AlmostSorted,Hybrid,50,7.704082
76500,ReverseSorted,Hybrid,10,10690.112245
76500,ReverseSorted,Hybrid,50,10494.255102
76600,Random,StandardMerge,0,23.771429
76600,AlmostSorted,StandardMerge,0,14.885714
76600,ReverseSorted,StandardMerge,0,13.514286
76600,Random,Hybrid,10,5420.257143
76600,Random,Hybrid,50,5404.742857
76600,AlmostSorted,Hybrid,10,9.628571
76600,AlmostSorted,Hybrid,50,7.714286
76600,ReverseSorted,Hybrid,10,10713.342857
76600,ReverseSorted,Hybrid,50,10517.942857
76700,Random,StandardMerge,0,23.808163
76700,AlmostSorted,StandardMerge,0,14.904082
76700,ReverseSorted,StandardMerge,0,13.538776
76700,Random,Hybrid,10,5431.483673
76700,Random,Hybrid,50,5416.087755
76700,AlmostSorted,Hybrid,10,9.634694
76700,AlmostSorted,Hybrid,50,7.72449
76700,ReverseSorted,Hybrid,10,10736.573469
76700,ReverseSorted,Hybrid,50,10541.630612
76800,Random,StandardMerge,0,23.844898
76800,AlmostSorted,StandardMerge,0,14.922449
76800,ReverseSorted,StandardMerge,0,13.563265
76800,Random,Hybrid,10,5442.710204
76800,Random,Hybrid,50,5427.432653
76800,AlmostSorted,Hybrid,10,9.640816
76800,AlmostSorted,Hybrid,50,7.734694
76800,ReverseSorted,Hybrid,10,10759.804082
76800,ReverseSorted,Hybrid,50,10565.318367
76900,Random,StandardMerge,0,23.881633
76900,AlmostSorted,StandardMerge,0,14.940816
76900,ReverseSorted,StandardMerge,0,13.587755
76900,Random,Hybrid,10,5453.936735
76900,Random,Hybrid,50,5438.777551
76900,AlmostSorted,Hybrid,10,9.646939
76900,AlmostSorted,Hybrid,50,7.744898
76900,ReverseSorted,Hybrid,10,10783.034694
76900,ReverseSorted,Hybrid,50,10589.006122
77000,Random,StandardMerge,0,23.918367
77000,AlmostSorted,StandardMerge,0,14.959184
77000,ReverseSorted,StandardMerge,0,13.612245
77000,Random,Hybrid,10,5465.163265
77000,Random,Hybrid,50,5450.122449
77000,AlmostSorted,Hybrid,10,9.653061
77000,AlmostSorted,Hybrid,50,7.755102
77000,ReverseSorted,Hybrid,10,10806.265306
77000,ReverseSorted,Hybrid,50,10612.693878
77100,Random,StandardMerge,0,23.955102
77100,AlmostSorted,StandardMerge,0,14.977551
77100,ReverseSorted,StandardMerge,0,13.636735
77100,Random,Hybrid,10,5476.389796
77100,Random,Hybrid,50,5461.467347
77100,AlmostSorted,Hybrid,10,9.659184
77100,AlmostSorted,Hybrid,50,7.765306
77100,ReverseSorted,Hybrid,10,10829.495918
77100,ReverseSorted,Hybrid,50,10636.381633
77200,Random,StandardMerge,0,23.991837
77200,AlmostSorted,StandardMerge,0,14.995918
77200,ReverseSorted,StandardMerge,0,13.661224
77200,Random,Hybrid,10,5487.616327
77200,Random,Hybrid,50,5472.812245
77200,AlmostSorted,Hybrid,10,9.665306
77200,AlmostSorted,Hybrid,50,7.77551
77200,ReverseSorted,Hybrid,10,10852.726531
77200,ReverseSorted,Hybrid,50,10660.069388
77300,Random,StandardMerge,0,24.028571
77300,AlmostSorted,StandardMerge,0,15.014286
77300,ReverseSorted,StandardMerge,0,13.685714
77300,Random,Hybrid,10,5498.842857
77300,Random,Hybrid,50,5484.157143
77300,AlmostSorted,Hybrid,10,9.671429
77300,AlmostSorted,Hybrid,50,7.785714
77300,ReverseSorted,Hybrid,10,10875.957143
77300,ReverseSorted,Hybrid,50,10683.757143
77400,Random,StandardMerge,0,24.065306
77400,AlmostSorted,StandardMerge,0,15.032653
77400,ReverseSorted,StandardMerge,0,13.710204
77400,Random,Hybrid,10,5510.069388
77400,Random,Hybrid,50,5495.502041
77400,AlmostSorted,Hybrid,10,9.677551
77400,AlmostSorted,Hybrid,50,7.795918
77400,ReverseSorted,Hybrid,10,10899.187755
77400,ReverseSorted,Hybrid,50,10707.444898
77500,Random,StandardMerge,0,24.102041
77500,AlmostSorted,StandardMerge,0,15.05102
77500,ReverseSorted,StandardMerge,0,13.734694
77500,Random,Hybrid,10,5521.295918
77500,Random,Hybrid,50,5506.846939
77500,AlmostSorted,Hybrid,10,9.683673
77500,AlmostSorted,Hybrid,50,7.806122
77500,ReverseSorted,Hybrid,10,10922.418367
77500,ReverseSorted,Hybrid,50,10731.132653
77600,Random,StandardMerge,0,24.138776
77600,AlmostSorted,StandardMerge,0,15.069388
77600,ReverseSorted,StandardMerge,0,13.759184
77600,Random,Hybrid,10,5532.522449
77600,Random,Hybrid,50,5518.191837
77600,AlmostSorted,Hybrid,10,9.689796
77600,AlmostSorted,Hybrid,50,7.816327
77600,ReverseSorted,Hybrid,10,10945.64898
77600,ReverseSorted,Hybrid,50,10754.820408
77700,Random,StandardMerge,0,24.17551
77700,AlmostSorted,StandardMerge,0,15.087755
77700,ReverseSorted,StandardMerge,0,13.783673
77700,Random,Hybrid,10,5543.74898
77700,Random,Hybrid,50,5529.536735
77700,AlmostSorted,Hybrid,10,9.695918
77700,AlmostSorted,Hybrid,50,7.826531
77700,ReverseSorted,Hybrid,10,10968.879592
77700,ReverseSorted,Hybrid,50,10778.508163
77800,Random,StandardMerge,0,24.212245
77800,AlmostSorted,StandardMerge,0,15.106122
77800,ReverseSorted,StandardMerge,0,13.808163
77800,Random,Hybrid,10,5554.97551
77800,Random,Hybrid,50,5540.881633
77800,AlmostSorted,Hybrid,10,9.702041
77800,AlmostSorted,Hybrid,50,7.836735
77800,ReverseSorted,Hybrid,10,10992.110204
77800,ReverseSorted,Hybrid,50,10802.195918
77900,Random,StandardMerge,0,24.24898
77900,AlmostSorted,StandardMerge,0,15.12449
77900,ReverseSorted,StandardMerge,0,13.832653
77900,Random,Hybrid,10,5566.202041
77900,Random,Hybrid,50,5552.226531
77900,AlmostSorted,Hybrid,10,9.708163
77900,AlmostSorted,Hybrid,50,7.846939
77900,ReverseSorted,Hybrid,10,11015.340816
77900,ReverseSorted,Hybrid,50,10825.883673
78000,Random,StandardMerge,0,24.285714
78000,AlmostSorted,StandardMerge,0,15.142857
78000,ReverseSorted,StandardMerge,0,13.857143
78000,Random,Hybrid,10,5577.428571
78000,Random,Hybrid,50,5563.571429
78000,AlmostSorted,Hybrid,10,9.714286
78000,AlmostSorted,Hybrid,50,7.857143
78000,ReverseSorted,Hybrid,10,11038.571429
78000,ReverseSorted,Hybrid,50,10849.571429
78100,Random,StandardMerge,0,24.322449
78100,AlmostSorted,StandardMerge,0,15.161224
78100,ReverseSorted,StandardMerge,0,13.881633
78100,Random,Hybrid,10,5588.655102
78100,Random,Hybrid,50,5574.916327
78100,AlmostSorted,Hybrid,10,9.720408
78100,AlmostSorted,Hybrid,50,7.867347
78100,ReverseSorted,Hybrid,10,11061.802041
78100,ReverseSorted,Hybrid,50,10873.259184
78200,Random,StandardMerge,0,24.359184
78200,AlmostSorted,StandardMerge,0,15.179592
78200,ReverseSorted,StandardMerge,0,13.906122
78200,Random,Hybrid,10,5599.881633
78200,Random,Hybrid,50,5586.261224
78200,AlmostSorted,Hybrid,10,9.726531
78200,AlmostSorted,Hybrid,50,7.877551
78200,ReverseSorted,Hybrid,10,11085.032653
78200,ReverseSorted,Hybrid,50,10896.946939
78300,Random,StandardMerge,0,24.395918
78300,AlmostSorted,StandardMerge,0,15.197959
78300,ReverseSorted,StandardMerge,0,13.930612
78300,Random,Hybrid,10,5611.108163
78300,Random,Hybrid,50,5597.606122
78300,AlmostSorted,Hybrid,10,9.732653
78300,AlmostSorted,Hybrid,50,7.887755
78300,ReverseSorted,Hybrid,10,11108.263265
78300,ReverseSorted,Hybrid,50,10920.634694
78400,Random,StandardMerge,0,24.432653
78400,AlmostSorted,StandardMerge,0,15.216327
78400,ReverseSorted,StandardMerge,0,13.955102
78400,Random,Hybrid,10,5622.334694
78400,Random,Hybrid,50,5608.95102
78400,AlmostSorted,Hybrid,10,9.738776
78400,AlmostSorted,Hybrid,50,7.897959
78400,ReverseSorted,Hybrid,10,11131.493878
78400,ReverseSorted,Hybrid,50,10944.322449
78500,Random,StandardMerge,0,24.469388
78500,AlmostSorted,StandardMerge,0,15.234694
78500,ReverseSorted,StandardMerge,0,13.979592
78500,Random,Hybrid,10,5633.561224
78500,Random,Hybrid,50,5620.295918
78500,AlmostSorted,Hybrid,10,9.744898
78500,AlmostSorted,Hybrid,50,7.908163
78500,ReverseSorted,Hybrid,10,11154.72449
78500,ReverseSorted,Hybrid,50,10968.010204
78600,Random,StandardMerge,0,24.506122
78600,AlmostSorted,StandardMerge,0,15.253061
78600,ReverseSorted,StandardMerge,0,14.004082
78600,Random,Hybrid,10,5644.787755
78600,Random,Hybrid,50,5631.640816
78600,AlmostSorted,Hybrid,10,9.75102
78600,AlmostSorted,Hybrid,50,7.918367
78600,ReverseSorted,Hybrid,10,11177.955102
78600,ReverseSorted,Hybrid,50,10991.697959
78700,Random,StandardMerge,0,24.542857
78700,AlmostSorted,StandardMerge,0,15.271429
78700,ReverseSorted,StandardMerge,0,14.028571
78700,Random,Hybrid,10,5656.014286
78700,Random,Hybrid,50,5642.985714
78700,AlmostSorted,Hybrid,10,9.757143
78700,AlmostSorted,Hybrid,50,7.928571
78700,ReverseSorted,Hybrid,10,11201.185714
78700,ReverseSorted,Hybrid,50,11015.385714
78800,Random,StandardMerge,0,24.579592
78800,AlmostSorted,StandardMerge,0,15.289796
78800,ReverseSorted,StandardMerge,0,14.053061
78800,Random,Hybrid,10,5667.240816
78800,Random,Hybrid,50,5654.330612
78800,AlmostSorted,Hybrid,10,9.763265
78800,AlmostSorted,Hybrid,50,7.938776
78800,ReverseSorted,Hybrid,10,11224.416327
78800,ReverseSorted,Hybrid,50,11039.073469
78900,Random,StandardMerge,0,24.616327
78900,AlmostSorted,StandardMerge,0,15.308163
78900,ReverseSorted,StandardMerge,0,14.077551
78900,Random,Hybrid,10,5678.467347
78900,Random,Hybrid,50,5665.67551
78900,AlmostSorted,Hybrid,10,9.769388
78900,AlmostSorted,Hybrid,50,7.94898
78900,ReverseSorted,Hybrid,10,11247.646939
78900,ReverseSorted,Hybrid,50,11062.761224
79000,Random,StandardMerge,0,24.653061
79000,AlmostSorted,StandardMerge,0,15.326531
79000,ReverseSorted,StandardMerge,0,14.102041
79000,Random,Hybrid,10,5689.693878
79000,Random,Hybrid,50,5677.020408
79000,AlmostSorted,Hybrid,10,9.77551
79000,AlmostSorted,Hybrid,50,7.959184
79000,ReverseSorted,Hybrid,10,11270.877551
79000,ReverseSorted,Hybrid,50,11086.44898
79100,Random,StandardMerge,0,24.689796
79100,AlmostSorted,StandardMerge,0,15.344898
79100,ReverseSorted,StandardMerge,0,14.126531
79100,Random,Hybrid,10,5700.920408
79100,Random,Hybrid,50,5688.365306
79100,AlmostSorted,Hybrid,10,9.781633
79100,AlmostSorted,Hybrid,50,7.969388
79100,ReverseSorted,Hybrid,10,11294.108163
79100,ReverseSorted,Hybrid,50,11110.136735
79200,Random,StandardMerge,0,24.726531
79200,AlmostSorted,StandardMerge,0,15.363265
79200,ReverseSorted,StandardMerge,0,14.15102
79200,Random,Hybrid,10,5712.146939
79200,Random,Hybrid,50,5699.710204
79200,AlmostSorted,Hybrid,10,9.787755
79200,AlmostSorted,Hybrid,50,7.979592
79200,ReverseSorted,Hybrid,10,11317.338776
79200,ReverseSorted,Hybrid,50,11133.82449
79300,Random,StandardMerge,0,24.763265
79300,AlmostSorted,StandardMerge,0,15.381633
79300,ReverseSorted,StandardMerge,0,14.17551
79300,Random,Hybrid,10,5723.373469
79300,Random,Hybrid,50,5711.055102
79300,AlmostSorted,Hybrid,10,9.793878
79300,AlmostSorted,Hybrid,50,7.989796
79300,ReverseSorted,Hybrid,10,11340.569388
79300,ReverseSorted,Hybrid,50,11157.512245
79400,Random,StandardMerge,0,24.8
79400,AlmostSorted,StandardMerge,0,15.4
79400,ReverseSorted,StandardMerge,0,14.2
79400,Random,Hybrid,10,5734.6
79400,Random,Hybrid,50,5722.4
79400,AlmostSorted,Hybrid,10,9.8
79400,AlmostSorted,Hybrid,50,8.0
79400,ReverseSorted,Hybrid,10,11363.8
79400,ReverseSorted,Hybrid,50,11181.2
79500,Random,StandardMerge,0,24.836735
79500,AlmostSorted,StandardMerge,0,15.418367
79500,ReverseSorted,StandardMerge,0,14.22449
79500,Random,Hybrid,10,5745.826531
79500,Random,Hybrid,50,5733.744898
79500,AlmostSorted,Hybrid,10,9.806122
79500,AlmostSorted,Hybrid,50,8.010204
79500,ReverseSorted,Hybrid,10,11387.030612
79500,ReverseSorted,Hybrid,50,11204.887755
79600,Random,StandardMerge,0,24.873469
79600,AlmostSorted,StandardMerge,0,15.436735
79600,ReverseSorted,StandardMerge,0,14.24898
79600,Random,Hybrid,10,5757.053061
79600,Random,Hybrid,50,5745.089796
79600,AlmostSorted,Hybrid,10,9.812245
79600,AlmostSorted,Hybrid,50,8.020408
79600,ReverseSorted,Hybrid,10,11410.261224
79600,ReverseSorted,Hybrid,50,11228.57551
79700,Random,StandardMerge,0,24.910204
79700,AlmostSorted,StandardMerge,0,15.455102
79700,ReverseSorted,StandardMerge,0,14.273469
79700,Random,Hybrid,10,5768.279592
79700,Random,Hybrid,50,5756.434694
79700,AlmostSorted,Hybrid,10,9.818367
79700,AlmostSorted,Hybrid,50,8.030612
79700,ReverseSorted,Hybrid,10,11433.491837
79700,ReverseSorted,Hybrid,50,11252.263265
79800,Random,StandardMerge,0,24.946939
79800,AlmostSorted,StandardMerge,0,15.473469
79800,ReverseSorted,StandardMerge,0,14.297959
79800,Random,Hybrid,10,5779.506122
79800,Random,Hybrid,50,5767.779592
79800,AlmostSorted,Hybrid,10,9.82449
79800,AlmostSorted,Hybrid,50,8.040816
79800,ReverseSorted,Hybrid,10,11456.722449
79800,ReverseSorted,Hybrid,50,11275.95102
79900,Random,StandardMerge,0,24.983673
79900,AlmostSorted,StandardMerge,0,15.491837
79900,ReverseSorted,StandardMerge,0,14.322449
79900,Random,Hybrid,10,5790.732653
79900,Random,Hybrid,50,5779.12449
79900,AlmostSorted,Hybrid,10,9.830612
79900,AlmostSorted,Hybrid,50,8.05102
79900,ReverseSorted,Hybrid,10,11479.953061
79900,ReverseSorted,Hybrid,50,11299.638776
80000,Random,StandardMerge,0,25.020408
80000,AlmostSorted,StandardMerge,0,15.510204
80000,ReverseSorted,StandardMerge,0,14.346939
80000,Random,Hybrid,10,5801.959184
80000,Random,Hybrid,50,5790.469388
80000,AlmostSorted,Hybrid,10,9.836735
80000,AlmostSorted,Hybrid,50,8.061224
80000,ReverseSorted,Hybrid,10,11503.183673
80000,ReverseSorted,Hybrid,50,11323.326531
80100,Random,StandardMerge,0,25.057143
80100,AlmostSorted,StandardMerge,0,15.528571
80100,ReverseSorted,StandardMerge,0,14.371429
80100,Random,Hybrid,10,5813.185714
80100,Random,Hybrid,50,5801.814286
80100,AlmostSorted,Hybrid,10,9.842857
80100,AlmostSorted,Hybrid,50,8.071429
80100,ReverseSorted,Hybrid,10,11526.414286
80100,ReverseSorted,Hybrid,50,11347.014286
80200,Random,StandardMerge,0,25.093878
80200,AlmostSorted,StandardMerge,0,15.546939
80200,ReverseSorted,StandardMerge,0,14.395918
80200,Random,Hybrid,10,5824.412245
80200,Random,Hybrid,50,5813.159184
80200,AlmostSorted,Hybrid,10,9.84898
80200,AlmostSorted,Hybrid,50,8.081633
80200,ReverseSorted,Hybrid,10,11549.644898
80200,ReverseSorted,Hybrid,50,11370.702041
80300,Random,StandardMerge,0,25.130612
80300,AlmostSorted,StandardMerge,0,15.565306
80300,ReverseSorted,StandardMerge,0,14.420408
80300,Random,Hybrid,10,5835.638776
80300,Random,Hybrid,50,5824.504082
80300,AlmostSorted,Hybrid,10,9.855102
80300,AlmostSorted,Hybrid,50,8.091837
80300,ReverseSorted,Hybrid,10,11572.87551
80300,ReverseSorted,Hybrid,50,11394.389796
80400,Random,StandardMerge,0,25.167347
80400,AlmostSorted,StandardMerge,0,15.583673
80400,ReverseSorted,StandardMerge,0,14.444898
80400,Random,Hybrid,10,5846.865306
80400,Random,Hybrid,50,5835.84898
80400,AlmostSorted,Hybrid,10,9.861224
80400,AlmostSorted,Hybrid,50,8.102041
80400,ReverseSorted,Hybrid,10,11596.106122
80400,ReverseSorted,Hybrid,50,11418.077551
80500,Random,StandardMerge,0,25.204082
80500,AlmostSorted,StandardMerge,0,15.602041
80500,ReverseSorted,StandardMerge,0,14.469388
80500,Random,Hybrid,10,5858.091837
80500,Random,Hybrid,50,5847.193878
80500,AlmostSorted,Hybrid,10,9.867347
80500,AlmostSorted,Hybrid,50,8.112245
80500,ReverseSorted,Hybrid,10,11619.336735
80500,ReverseSorted,Hybrid,50,11441.765306
80600,Random,StandardMerge,0,25.240816
80600,AlmostSorted,StandardMerge,0,15.620408
80600,ReverseSorted,StandardMerge,0,14.493878
80600,Random,Hybrid,10,5869.318367
80600,Random,Hybrid,50,5858.538776
80600,AlmostSorted,Hybrid,10,9.873469
80600,AlmostSorted,Hybrid,50,8.122449
80600,ReverseSorted,Hybrid,10,11642.567347
80600,ReverseSorted,Hybrid,50,11465.453061
80700,Random,StandardMerge,0,25.277551
80700,AlmostSorted,StandardMerge,0,15.638776
80700,ReverseSorted,StandardMerge,0,14.518367
80700,Random,Hybrid,10,5880.544898
80700,Random,Hybrid,50,5869.883673
80700,AlmostSorted,Hybrid,10,9.879592
80700,AlmostSorted,Hybrid,50,8.132653
80700,ReverseSorted,Hybrid,10,11665.797959
80700,ReverseSorted,Hybrid,50,11489.140816
80800,Random,StandardMerge,0,25.314286
80800,AlmostSorted,StandardMerge,0,15.657143
80800,ReverseSorted,StandardMerge,0,14.542857
80800,Random,Hybrid,10,5891.771429
80800,Random,Hybrid,50,5881.228571
80800,AlmostSorted,Hybrid,10,9.885714
80800,AlmostSorted,Hybrid,50,8.142857
80800,ReverseSorted,Hybrid,10,11689.028571
80800,ReverseSorted,Hybrid,50,11512.828571
80900,Random,StandardMerge,0,25.35102
80900,AlmostSorted,StandardMerge,0,15.67551
80900,ReverseSorted,StandardMerge,0,14.567347
80900,Random,Hybrid,10,5902.997959
80900,Random,Hybrid,50,5892.573469
80900,AlmostSorted,Hybrid,10,9.891837
80900,AlmostSorted,Hybrid,50,8.153061
80900,ReverseSorted,Hybrid,10,11712.259184
80900,ReverseSorted,Hybrid,50,11536.516327
81000,Random,StandardMerge,0,25.387755
81000,AlmostSorted,StandardMerge,0,15.693878
81000,ReverseSorted,StandardMerge,0,14.591837
81000,Random,Hybrid,10,5914.22449
81000,Random,Hybrid,50,5903.918367
81000,AlmostSorted,Hybrid,10,9.897959
81000,AlmostSorted,Hybrid,50,8.163265
81000,ReverseSorted,Hybrid,10,11735.489796
81000,ReverseSorted,Hybrid,50,11560.204082
81100,Random,StandardMerge,0,25.42449
81100,AlmostSorted,StandardMerge,0,15.712245
81100,ReverseSorted,StandardMerge,0,14.616327
81100,Random,Hybrid,10,5925.45102
81100,Random,Hybrid,50,5915.263265
81100,AlmostSorted,Hybrid,10,9.904082
81100,AlmostSorted,Hybrid,50,8.173469
81100,ReverseSorted,Hybrid,10,11758.720408
81100,ReverseSorted,Hybrid,50,11583.891837
81200,Random,StandardMerge,0,25.461224
81200,AlmostSorted,StandardMerge,0,15.730612
81200,ReverseSorted,StandardMerge,0,14.640816
81200,Random,Hybrid,10,5936.677551
81200,Random,Hybrid,50,5926.608163
81200,AlmostSorted,Hybrid,10,9.910204
81200,AlmostSorted,Hybrid,50,8.183673
81200,ReverseSorted,Hybrid,10,11781.95102
81200,ReverseSorted,Hybrid,50,11607.579592
81300,Random,StandardMerge,0,25.497959
81300,AlmostSorted,StandardMerge,0,15.74898
81300,ReverseSorted,StandardMerge,0,14.665306
81300,Random,Hybrid,10,5947.904082
81300,Random,Hybrid,50,5937.953061
81300,AlmostSorted,Hybrid,10,9.916327
81300,AlmostSorted,Hybrid,50,8.193878
81300,ReverseSorted,Hybrid,10,11805.181633
81300,ReverseSorted,Hybrid,50,11631.267347
81400,Random,StandardMerge,0,25.534694
81400,AlmostSorted,StandardMerge,0,15.767347
81400,ReverseSorted,StandardMerge,0,14.689796
81400,Random,Hybrid,10,5959.130612
81400,Random,Hybrid,50,5949.297959
81400,AlmostSorted,Hybrid,10,9.922449
81400,AlmostSorted,Hybrid,50,8.204082
81400,ReverseSorted,Hybrid,10,11828.412245
81400,ReverseSorted,Hybrid,50,11654.955102
81500,Random,StandardMerge,0,25.571429
81500,AlmostSorted,StandardMerge,0,15.785714
81500,ReverseSorted,StandardMerge,0,14.714286
81500,Random,Hybrid,10,5970.357143
81500,Random,Hybrid,50,5960.642857
81500,AlmostSorted,Hybrid,10,9.928571
81500,AlmostSorted,Hybrid,50,8.214286
81500,ReverseSorted,Hybrid,10,11851.642857
81500,ReverseSorted,Hybrid,50,11678.642857
81600,Random,StandardMerge,0,25.608163
81600,AlmostSorted,StandardMerge,0,15.804082
81600,ReverseSorted,StandardMerge,0,14.738776
81600,Random,Hybrid,10,5981.583673
81600,Random,Hybrid,50,5971.987755
81600,AlmostSorted,Hybrid,10,9.934694
81600,AlmostSorted,Hybrid,50,8.22449
81600,ReverseSorted,Hybrid,10,11874.873469
81600,ReverseSorted,Hybrid,50,11702.330612
81700,Random,StandardMerge,0,25.644898
81700,AlmostSorted,StandardMerge,0,15.822449
81700,ReverseSorted,StandardMerge,0,14.763265
81700,Random,Hybrid,10,5992.810204
81700,Random,Hybrid,50,5983.332653
81700,AlmostSorted,Hybrid,10,9.940816
81700,AlmostSorted,Hybrid,50,8.234694
81700,ReverseSorted,Hybrid,10,11898.104082
81700,ReverseSorted,Hybrid,50,11726.018367
81800,Random,StandardMerge,0,25.681633
81800,AlmostSorted,StandardMerge,0,15.840816
81800,ReverseSorted,StandardMerge,0,14.787755
81800,Random,Hybrid,10,6004.036735
81800,Random,Hybrid,50,5994.677551
81800,AlmostSorted,Hybrid,10,9.946939
81800,AlmostSorted,Hybrid,50,8.244898
81800,ReverseSorted,Hybrid,10,11921.334694
81800,ReverseSorted,Hybrid,50,11749.706122
81900,Random,StandardMerge,0,25.718367
81900,AlmostSorted,StandardMerge,0,15.859184
81900,ReverseSorted,StandardMerge,0,14.812245
81900,Random,Hybrid,10,6015.263265
81900,Random,Hybrid,50,6006.022449
81900,AlmostSorted,Hybrid,10,9.953061
81900,AlmostSorted,Hybrid,50,8.255102
81900,ReverseSorted,Hybrid,10,11944.565306
81900,ReverseSorted,Hybrid,50,11773.393878
82000,Random,StandardMerge,0,25.755102
82000,AlmostSorted,StandardMerge,0,15.877551
82000,ReverseSorted,StandardMerge,0,14.836735
82000,Random,Hybrid,10,6026.489796
82000,Random,Hybrid,50,6017.367347
82000,AlmostSorted,Hybrid,10,9.959184
82000,AlmostSorted,Hybrid,50,8.265306
82000,ReverseSorted,Hybrid,10,11967.795918
82000,ReverseSorted,Hybrid,50,11797.081633
82100,Random,StandardMerge,0,25.791837
82100,AlmostSorted,StandardMerge,0,15.895918
82100,ReverseSorted,StandardMerge,0,14.861224
82100,Random,Hybrid,10,6037.716327
82100,Random,Hybrid,50,6028.712245
82100,AlmostSorted,Hybrid,10,9.965306
82100,AlmostSorted,Hybrid,50,8.27551
82100,ReverseSorted,Hybrid,10,11991.026531
82100,ReverseSorted,Hybrid,50,11820.769388
82200,Random,StandardMerge,0,25.828571
82200,AlmostSorted,StandardMerge,0,15.914286
82200,ReverseSorted,StandardMerge,0,14.885714
82200,Random,Hybrid,10,6048.942857
82200,Random,Hybrid,50,6040.057143
82200,AlmostSorted,Hybrid,10,9.971429
82200,AlmostSorted,Hybrid,50,8.285714
82200,ReverseSorted,Hybrid,10,12014.257143
82200,ReverseSorted,Hybrid,50,11844.457143
82300,Random,StandardMerge,0,25.865306
82300,AlmostSorted,StandardMerge,0,15.932653
82300,ReverseSorted,StandardMerge,0,14.910204
82300,Random,Hybrid,10,6060.169388
82300,Random,Hybrid,50,6051.402041
82300,AlmostSorted,Hybrid,10,9.977551
82300,AlmostSorted,Hybrid,50,8.295918
82300,ReverseSorted,Hybrid,10,12037.487755
82300,ReverseSorted,Hybrid,50,11868.144898
82400,Random,StandardMerge,0,25.902041
82400,AlmostSorted,StandardMerge,0,15.95102
82400,ReverseSorted,StandardMerge,0,14.934694
82400,Random,Hybrid,10,6071.395918
82400,Random,Hybrid,50,6062.746939
82400,AlmostSorted,Hybrid,10,9.983673
82400,AlmostSorted,Hybrid,50,8.306122
82400,ReverseSorted,Hybrid,10,12060.718367
82400,ReverseSorted,Hybrid,50,11891.832653
82500,Random,StandardMerge,0,25.938776
82500,AlmostSorted,StandardMerge,0,15.969388
82500,ReverseSorted,StandardMerge,0,14.959184
82500,Random,Hybrid,10,6082.622449
82500,Random,Hybrid,50,6074.091837
82500,AlmostSorted,Hybrid,10,9.989796
82500,AlmostSorted,Hybrid,50,8.316327
82500,ReverseSorted,Hybrid,10,12083.94898
82500,ReverseSorted,Hybrid,50,11915.520408
82600,Random,StandardMerge,0,25.97551
82600,AlmostSorted,StandardMerge,0,15.987755
82600,ReverseSorted,StandardMerge,0,14.983673
82600,Random,Hybrid,10,6093.84898
82600,Random,Hybrid,50,6085.436735
82600,AlmostSorted,Hybrid,10,9.995918
82600,AlmostSorted,Hybrid,50,8.326531
82600,ReverseSorted,Hybrid,10,12107.179592
